ciclo_academico,tipo_de_est_programa,estatus_cursos,porcentaje_de_beca,porcentaje_des_matricula,monto_descuento_automatico,edad,sexo,discapacidad,porcentaje_de_discapacidades,numero_discapacidades,bim1_nota_metodologia_de_la_invest_y_tec,bim1_nota_computacion_y_sociedad,bim1_nota_fundamentos_de_tecnologias,bim1_nota_algoritmos_y_resolucion_de_pro,"bim1_nota_humanismo,_universidad_y_cultu",bim1_nota_fundamentos_matematicos,bim2_nota_metodologia_de_la_invest_y_tec,bim2_nota_computacion_y_sociedad,bim2_nota_fundamentos_de_tecnologias,bim2_nota_algoritmos_y_resolucion_de_pro,"bim2_nota_humanismo,_universidad_y_cultu",bim2_nota_fundamentos_matematicos,aab1_nota_metodologia_de_la_invest_y_tec,aab1_nota_computacion_y_sociedad,aab1_nota_fundamentos_de_tecnologias,aab1_nota_algoritmos_y_resolucion_de_pro,"aab1_nota_humanismo,_universidad_y_cultu",aab1_nota_fundamentos_matematicos,aab2_nota_metodologia_de_la_invest_y_tec,aab2_nota_computacion_y_sociedad,aab2_nota_fundamentos_de_tecnologias,aab2_nota_algoritmos_y_resolucion_de_pro,"aab2_nota_humanismo,_universidad_y_cultu",aab2_nota_fundamentos_matematicos,acdb1_nota_metodologia_de_la_invest_y_tec,acdb1_nota_computacion_y_sociedad,acdb1_nota_fundamentos_de_tecnologias,acdb1_nota_algoritmos_y_resolucion_de_pro,"acdb1_nota_humanismo,_universidad_y_cultu",acdb1_nota_fundamentos_matematicos,acdb2_nota_computacion_y_sociedad,acdb2_nota_fundamentos_de_tecnologias,acdb2_nota_algoritmos_y_resolucion_de_pro,"acdb2_nota_humanismo,_universidad_y_cultu",acdb2_nota_fundamentos_matematicos,apeb1_nota_metodologia_de_la_invest_y_tec,apeb1_nota_computacion_y_sociedad,apeb1_nota_fundamentos_de_tecnologias,apeb1_nota_algoritmos_y_resolucion_de_pro,"apeb1_nota_humanismo,_universidad_y_cultu",apeb1_nota_fundamentos_matematicos,apeb2_nota_computacion_y_sociedad,apeb2_nota_algoritmos_y_resolucion_de_pro,cluster,Componente_1,Componente_2,Componente_3
5,CONTINUO,CURSOS INSCRITOS,10,20,29.49,39,HOMBRE,NO,0,0,1.99,7.34,-1.0,-1.0,5.9,-1.0,1.68,3.08,-1.0,-1.0,2.06,-1.0,1.99,3.16,-1.0,-1.0,2.25,-1.0,1.68,3.08,-1.0,-1.0,2.06,-1.0,0.0,1.5,-1.0,-1.0,1.05,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,2.68,-1.0,-1.0,2.6,-1.0,-1.0,-1.0,Ruido,-55.9189029400076,17.652118374944855,-20.172594531837092
1,NUEVO,CURSOS INSCRITOS,10,100,159.39,39,HOMBRE,NO,0,0,5.78,9.81,9.2,6.79,-1.0,-1.0,3.88,6.19,3.17,4.53,-1.0,-1.0,2.28,3.31,2.92,2.51,-1.0,-1.0,1.88,3.19,3.17,1.7,-1.0,-1.0,2.0,3.5,3.28,3.18,-1.0,-1.0,0.0,0.0,0.43,-1.0,-1.0,1.5,-1.0,3.0,1.1,-1.0,-1.0,-1.0,2.4,Ruido,70.70101592991493,54.07787693095258,55.96933295502041
2,CONTINUO,CURSOS INSCRITOS,10,20,123.67,39,HOMBRE,NO,0,0,8.39,8.63,9.58,8.37,9.18,8.28,8.5,9.27,9.18,8.48,9.48,8.57,2.19,2.78,3.08,2.48,2.68,1.91,2.0,3.14,2.83,2.18,2.98,2.24,3.2,3.28,3.5,3.19,3.5,3.41,3.5,3.5,3.5,3.5,3.33,3.0,2.57,3.0,2.7,3.0,2.96,2.63,2.8,Bueno,36.77634205327685,1.756166174431708,-6.893576730978363
3,CONTINUO,CURSOS INSCRITOS,8,20,168.47,39,HOMBRE,NO,0,0,8.91,8.94,8.84,9.45,9.31,9.68,8.87,8.37,9.58,9.15,9.69,9.18,2.41,3.04,2.64,3.0,3.01,3.18,2.44,2.51,3.08,2.75,3.19,2.68,3.5,3.3,3.35,3.45,3.5,3.5,3.43,3.5,3.4,3.5,3.5,3.0,2.6,2.85,3.0,2.8,3.0,2.43,3.0,Bueno,81.03616369914532,-3.2963259305999704,-1.588402380210754
3,CONTINUO,CURSOS INSCRITOS,40,20,0.0,39,HOMBRE,NO,0,0,8.66,9.77,9.15,8.86,9.18,9.26,9.05,8.34,8.77,9.32,9.36,9.42,2.36,3.38,3.25,2.67,2.78,3.15,2.74,3.19,3.39,2.92,3.31,3.15,3.3,3.5,2.9,3.19,3.5,3.31,3.5,2.6,3.4,3.45,3.38,3.0,2.89,3.0,3.0,2.9,2.8,1.65,3.0,Bueno,-90.37291453197561,-1.9071957802020745,-5.0741544042204545
3,CONTINUO,CURSOS INSCRITOS,60,20,183.35,39,HOMBRE,NO,0,0,8.93,8.97,8.8,8.72,8.38,8.03,5.85,9.27,8.74,8.12,9.36,8.48,2.43,2.91,2.75,2.67,2.88,2.45,2.01,3.06,2.89,2.25,3.01,2.34,3.5,3.3,3.2,3.05,2.5,2.82,3.28,3.15,3.19,3.35,3.27,3.0,2.76,2.85,3.0,3.0,2.76,2.93,2.68,Bueno,84.77557578592415,-41.65072564246316,35.85630003227673
1,NUEVO,CURSOS INSCRITOS,0,20,114.51,39,HOMBRE,NO,0,0,7.39,9.11,8.55,8.36,9.05,8.71,7.34,7.91,4.99,4.35,9.4,9.52,2.3,2.81,2.8,2.17,2.75,2.56,2.23,3.38,2.39,2.35,3.5,3.22,2.35,3.5,2.9,3.19,3.3,3.15,3.03,1.4,1.0,3.1,3.3,2.74,2.8,2.85,3.0,3.0,3.0,1.5,1.0,Bueno,29.808888849288408,10.380704035261466,-14.943564261635807
1,CONTINUO,CURSOS CADUCADOS,10,20,164.89,39,HOMBRE,NO,0,0,3.3,7.43,6.8,6.72,8.4,7.65,3.3,4.0,4.33,8.38,5.5,8.5,2.1,3.0,2.58,2.42,2.5,1.79,1.7,2.5,2.58,2.08,3.0,2.86,1.2,2.0,2.3,3.38,3.1,3.15,0.0,1.75,3.5,1.5,2.77,0.0,2.43,1.92,0.92,2.8,2.71,1.5,2.8,Bueno,76.89644201159476,-3.2243292447892786,-0.6342224618624491
3,CONTINUO,CURSOS CADUCADOS,10,20,123.67,39,HOMBRE,NO,0,0,8.55,9.03,8.72,8.92,9.44,9.28,8.6,9.56,9.32,9.58,9.69,9.93,2.05,2.94,2.22,2.42,2.94,2.78,2.1,3.06,2.97,3.08,3.19,3.43,3.5,3.15,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.0,2.94,3.0,3.0,3.0,3.0,3.0,3.0,Bueno,36.808549125220075,1.6102836189883885,-6.9250363968502215
3,CONTINUO,CURSOS INSCRITOS,8,20,89.85,39,HOMBRE,NO,0,0,8.46,9.7,9.53,9.2,9.35,9.09,8.66,8.98,8.9,9.37,9.4,9.01,2.66,3.38,3.05,3.0,2.85,2.64,2.68,3.19,3.05,3.18,3.25,2.51,3.1,3.5,3.48,3.4,3.5,3.5,3.15,2.85,3.19,3.15,3.5,2.7,2.82,3.0,2.8,3.0,2.95,2.64,3.0,Bueno,4.137711124607383,7.8407373125948,-13.306748945571274
2,CONTINUO,CURSOS INSCRITOS,0,20,137.41,39,HOMBRE,NO,0,0,8.45,7.62,8.43,8.99,8.31,9.17,8.68,9.34,9.27,8.93,9.78,8.96,2.25,2.73,2.6,3.0,2.21,2.67,2.73,3.31,3.14,2.43,3.28,2.58,3.2,2.0,3.05,3.19,3.5,3.5,3.1,3.5,3.5,3.5,3.38,3.0,2.89,2.78,2.8,2.6,3.0,2.93,3.0,Bueno,52.28793026842405,6.813167972632399,-11.6028512486918
2,CONTINUO,CURSOS INSCRITOS,10,20,183.15,39,HOMBRE,NO,0,0,8.05,5.8,8.69,8.69,8.36,6.64,6.2,8.32,6.63,6.53,6.45,7.92,2.0,2.66,2.64,2.39,2.06,1.4,0.75,2.43,0.93,0.87,0.95,2.47,3.5,1.78,3.5,3.5,3.4,2.24,3.5,2.7,3.5,3.5,3.09,2.55,1.36,2.55,2.8,2.9,3.0,2.39,2.16,Bueno,94.83930118041836,-6.167629049374146,2.062788364079274
1,CONTINUO,CURSOS INSCRITOS,10,20,82.45,39,HOMBRE,NO,0,0,4.75,3.13,3.58,1.2,4.7,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.53,0.9,1.0,0.77,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,3.15,1.05,2.0,0.0,0.8,1.75,0.0,0.0,0.0,0.0,0.0,1.2,1.48,1.05,0.3,2.9,2.34,-1.0,0.0,Critico,-4.084469252079368,9.928700606399909,-12.499421396928982
2,CONTINUO,CURSOS INSCRITOS,30,20,0.0,39,HOMBRE,NO,0,0,8.08,9.32,9.13,9.4,8.79,9.2,7.21,9.83,7.65,6.75,9.75,9.6,2.39,3.25,3.08,2.9,2.69,3.14,2.36,3.5,3.17,2.75,3.25,3.1,3.1,3.25,3.2,3.5,3.1,3.06,3.4,1.7,1.0,3.5,3.5,2.59,2.82,2.85,3.0,3.0,3.0,2.93,3.0,Bueno,-88.33507815435122,5.249036521873213,-11.815213634274471
3,CONTINUO,CURSOS INSCRITOS,40,20,0.0,39,HOMBRE,NO,0,0,8.88,9.09,8.69,9.59,9.64,9.58,8.38,9.96,9.33,9.76,9.56,9.62,2.6,3.21,2.64,3.39,3.14,3.16,2.29,3.5,2.83,3.26,3.06,3.29,3.5,2.9,3.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.33,2.78,2.98,2.85,2.7,3.0,2.92,2.96,3.0,Bueno,-90.35445013507787,-1.9937009730777149,-5.113551342929353
3,CONTINUO,CURSOS INSCRITOS,10,20,164.89,39,HOMBRE,NO,0,0,8.51,8.28,9.0,9.12,7.15,7.53,7.3,8.92,8.77,8.43,8.4,7.67,2.16,2.96,2.8,2.82,2.25,2.65,1.85,3.13,2.82,2.63,2.4,2.22,3.5,2.6,3.5,3.4,2.7,2.88,3.43,2.95,3.3,3.0,2.45,2.85,2.72,2.7,2.9,2.2,2.0,2.36,2.5,Bueno,77.0553091863482,-3.860053581181186,-0.680237007939196
3,CONTINUO,CURSOS CADUCADOS,0,20,137.41,39,HOMBRE,NO,0,0,8.55,8.81,8.87,8.65,8.93,8.61,7.11,7.85,5.83,9.92,9.21,9.28,2.54,2.91,2.72,2.71,2.63,2.89,2.76,3.1,2.98,3.42,2.71,2.99,3.2,2.9,3.3,3.14,3.5,3.15,2.0,1.5,3.5,3.5,3.5,2.81,3.0,2.85,2.8,2.8,2.57,2.75,3.0,Bueno,52.264042465845975,6.929366393738824,-11.576036585577677
1,NUEVO,CURSOS INSCRITOS,50,20,0.0,39,HOMBRE,NO,0,0,4.39,5.83,5.08,3.42,6.85,5.13,2.45,5.25,3.63,1.7,5.44,2.92,0.8,0.95,0.83,0.93,1.0,0.82,0.85,2.95,0.63,0.8,2.64,0.67,1.9,2.7,1.4,2.19,3.15,1.31,1.2,1.8,0.0,1.8,0.0,1.69,2.18,2.85,0.3,2.7,3.0,1.1,0.9,Regular,-92.81403746460262,-7.338027249514471,2.0481258419861104
1,NUEVO,CURSOS INSCRITOS,10,20,164.89,39,HOMBRE,NO,0,0,1.7,1.65,3.18,0.0,0.5,1.12,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.45,0.33,-1.0,0.5,0.22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.2,1.05,-1.0,-1.0,0.9,-1.0,0.0,Critico,76.45185252139288,-1.2360772167932026,-0.11341529738993125
4,CONTINUO,CURSOS INSCRITOS,0,20,189.28,39,HOMBRE,NO,0,0,8.16,8.13,8.2,8.78,8.21,8.75,7.55,8.38,9.1,8.67,8.51,8.99,1.96,2.14,2.6,2.53,2.31,2.25,1.65,2.61,2.75,2.58,2.81,2.79,3.2,3.2,2.9,3.45,3.3,3.5,3.1,3.5,3.09,3.1,3.5,3.0,2.79,2.7,2.8,2.6,3.0,2.67,3.0,Bueno,102.99658671028456,-0.39218503061947757,-3.830131594296603
3,CONTINUO,CURSOS INSCRITOS,0,20,147.41,39,HOMBRE,NO,0,0,8.94,6.58,9.75,9.51,8.45,9.75,7.53,9.47,9.55,7.37,9.81,9.71,2.64,3.11,3.25,3.01,2.35,3.25,2.68,3.44,3.35,3.17,3.31,3.21,3.3,2.0,3.5,3.5,3.3,3.5,3.1,3.2,3.5,3.5,3.5,3.0,1.47,3.0,3.0,2.8,3.0,2.93,0.7,Bueno,62.07353272999495,5.385120714962131,-10.114589733980125
1,NUEVO,CURSOS INSCRITOS,0,20,0.0,39,HOMBRE,NO,0,0,2.68,3.86,3.48,0.63,4.4,1.6,0.4,0.0,0.23,0.0,0.0,0.87,0.65,0.8,0.73,0.63,0.4,0.64,0.4,-1.0,0.23,-1.0,-1.0,0.11,1.2,0.9,1.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.76,0.83,2.16,1.35,-1.0,2.0,0.96,-1.0,0.0,Critico,-82.6782654723691,28.71562169565674,-31.5223039151715
2,CONTINUO,CURSOS INSCRITOS,50,20,0.0,39,HOMBRE,NO,0,0,8.51,8.4,8.74,9.47,8.96,8.9,8.86,8.54,8.57,9.75,9.56,9.13,2.01,2.94,2.39,2.97,2.56,2.4,2.36,2.59,2.64,3.25,3.06,2.8,3.5,2.9,3.5,3.5,3.5,3.5,3.5,3.3,3.5,3.5,3.33,3.0,2.56,2.85,3.0,2.9,3.0,2.45,3.0,Bueno,-92.45882350787535,-8.88301809095422,1.6537271622675602
3,CONTINUO,CURSOS INSCRITOS,10,20,195.96,39,HOMBRE,NO,0,0,7.19,8.75,8.14,8.51,9.14,-1.0,7.09,9.09,8.45,5.73,8.5,-1.0,1.93,3.14,2.39,2.01,2.64,-1.0,2.04,2.81,2.1,2.08,2.5,-1.0,2.6,2.9,2.9,3.5,3.5,-1.0,3.35,3.5,2.25,3.2,-1.0,2.66,2.71,2.85,3.0,3.0,-1.0,2.93,1.4,Bueno,107.31855064216771,-7.648283727705191,4.1772748620766444
3,CONTINUO,CURSOS INSCRITOS,40,20,0.0,39,HOMBRE,NO,0,0,7.87,9.25,8.7,9.0,9.44,8.36,8.12,8.99,8.38,8.95,9.25,8.22,1.86,3.25,2.35,2.5,2.94,1.86,2.16,2.89,2.83,2.75,2.75,1.84,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2.85,3.4,3.5,3.38,2.51,2.5,2.85,3.0,3.0,3.0,2.6,2.8,Bueno,-90.40421697682643,-1.778037390291302,-5.075231739547727
3,CONTINUO,CURSOS INSCRITOS,18,20,151.62,39,HOMBRE,NO,0,0,8.65,9.2,8.92,8.92,9.38,8.86,8.38,9.36,9.35,9.42,9.55,9.67,2.15,3.19,2.92,2.93,3.08,2.36,2.03,3.25,3.22,2.92,3.25,3.17,3.5,3.5,3.0,3.19,3.3,3.5,3.5,3.5,3.5,3.3,3.5,3.0,2.51,3.0,2.8,3.0,3.0,2.61,3.0,Bueno,62.48578359646579,-7.922724004186668,2.6706563883449816
3,CONTINUO,CURSOS INSCRITOS,30,20,0.0,39,HOMBRE,NO,0,0,8.74,8.75,8.42,9.5,9.54,8.51,7.66,9.88,9.16,8.54,9.94,10.0,2.54,2.94,2.67,3.0,3.44,2.1,1.98,3.38,3.08,2.76,3.44,3.5,3.5,3.08,2.9,3.5,3.1,3.41,3.5,3.3,3.5,3.5,3.5,2.7,2.73,2.85,3.0,3.0,3.0,3.0,2.28,Bueno,-88.30526827135141,5.113507586153402,-11.847586273801545
1,NUEVO,CURSOS INSCRITOS,0,20,183.21,39,HOMBRE,NO,0,0,5.64,8.73,7.76,3.24,8.38,8.04,2.13,4.89,3.66,3.48,6.2,8.21,1.93,2.55,2.08,2.64,2.38,2.31,1.73,2.38,2.31,1.68,2.25,2.92,2.25,3.5,2.9,0.0,3.1,3.06,1.43,0.0,0.8,2.95,2.4,1.46,2.68,2.78,0.6,2.9,2.67,1.08,1.0,Regular,96.8559516439333,1.3410073600718349,-4.530574666260154
1,NUEVO,CURSOS INSCRITOS,10,20,164.89,39,HOMBRE,NO,0,0,3.85,8.48,4.9,8.55,6.58,3.77,2.91,5.34,2.4,1.3,2.89,4.22,1.9,2.75,2.15,2.25,1.78,1.11,1.31,3.04,2.4,1.3,1.89,1.5,1.35,2.9,1.4,3.5,2.6,1.66,1.13,0.0,0.0,0.0,1.58,0.6,2.83,1.35,2.8,2.2,1.0,1.17,0.0,Regular,76.77200628543133,-2.6275508040815683,-0.41086780923384186
3,CONTINUO,CURSOS CADUCADOS,10,20,123.67,39,HOMBRE,NO,0,0,7.84,8.49,7.79,9.47,8.01,8.52,6.35,8.47,8.75,8.72,9.44,9.23,2.26,3.08,2.54,3.08,2.81,2.35,2.44,3.0,2.75,2.42,2.94,3.08,2.8,2.9,2.85,3.39,3.1,3.41,3.35,3.15,3.5,3.5,3.15,2.78,2.51,2.4,3.0,2.1,2.76,2.12,2.8,Bueno,36.75105925591372,1.8803664953750614,-6.877494725194723
1,CONTINUO,CURSOS INSCRITOS,10,20,103.06,39,HOMBRE,NO,0,0,5.35,7.5,5.12,6.9,8.26,7.25,4.99,7.29,6.35,5.52,9.31,6.97,2.39,2.84,2.17,2.3,2.46,2.01,1.64,2.65,2.75,1.92,2.81,1.29,1.46,2.0,2.2,3.5,3.3,2.65,3.03,0.6,2.5,3.5,2.83,1.5,2.66,0.75,1.1,2.5,2.59,1.61,1.1,Bueno,16.45220827995855,5.367124376425961,-9.841602995525514
4,CONTINUO,CURSOS INSCRITOS,10,20,44.23,39,HOMBRE,NO,0,0,8.49,8.03,-1.0,-1.0,9.28,-1.0,7.83,7.86,-1.0,-1.0,9.39,-1.0,1.99,3.06,-1.0,-1.0,2.78,-1.0,1.93,2.75,-1.0,-1.0,2.89,-1.0,3.5,3.5,-1.0,-1.0,3.5,-1.0,3.5,-1.0,-1.0,3.5,-1.0,3.0,1.47,-1.0,-1.0,3.0,-1.0,1.61,-1.0,Ruido,-41.329646226096294,14.73060932175567,-18.102769057264787
2,CONTINUO,CURSOS INSCRITOS,50,20,183.21,39,HOMBRE,NO,0,0,9.16,8.92,8.63,9.28,9.51,9.6,8.6,8.69,7.68,9.15,9.55,9.27,2.66,3.23,2.68,2.98,3.21,3.1,2.2,3.19,3.08,2.65,3.25,2.77,3.5,2.9,3.1,3.5,3.3,3.5,3.5,1.9,3.5,3.3,3.5,3.0,2.79,2.85,2.8,3.0,3.0,2.0,3.0,Bueno,86.74091459706541,-34.790860930537434,29.015727880954756
1,NUEVO,CURSOS INSCRITOS,10,20,164.89,39,HOMBRE,NO,0,0,3.99,5.63,3.15,2.07,7.11,4.52,2.06,3.29,3.27,2.15,2.46,2.66,1.44,2.21,1.75,1.67,1.51,1.92,1.66,2.13,1.92,1.85,1.96,1.6,1.5,2.9,1.4,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.52,-1.0,0.4,2.1,2.6,1.16,0.3,Regular,76.69005955579873,-2.315635993642582,-0.29218221750716766
1,NUEVO,CURSOS INSCRITOS,60,20,0.0,39,HOMBRE,NO,0,0,5.01,6.53,4.88,5.31,6.88,4.43,6.3,9.46,7.17,8.05,7.83,8.81,2.21,3.0,1.98,2.3,2.18,1.51,2.51,3.06,2.72,2.51,3.13,2.46,1.86,2.1,1.4,0.31,1.8,0.0,3.4,1.9,3.5,1.7,3.35,0.94,1.43,1.5,2.7,2.9,2.92,3.0,2.04,Bueno,-94.69205500805987,-15.157307997871387,8.667374609481868
2,CONTINUO,CURSOS INSCRITOS,10,20,82.45,39,HOMBRE,NO,0,0,8.91,9.52,9.26,8.98,9.2,8.59,6.98,9.4,9.05,7.0,9.31,8.6,2.41,3.39,2.76,2.73,2.7,2.33,2.13,3.0,3.0,2.6,2.81,2.22,3.5,3.2,3.5,3.35,3.5,3.5,3.4,3.2,3.4,3.5,3.38,3.0,2.93,3.0,2.9,3.0,2.76,3.0,1.0,Bueno,-3.5466616163217024,7.616015596534324,-13.037985836849943
2,CONTINUO,CURSOS INSCRITOS,0,20,137.41,39,HOMBRE,NO,0,0,8.04,8.66,7.75,9.0,8.68,8.27,7.19,8.68,9.22,5.62,8.74,8.83,1.95,2.85,2.0,2.5,2.38,2.33,1.76,2.88,2.97,2.68,2.44,2.81,3.2,2.9,2.9,3.5,3.3,2.94,3.1,3.4,1.94,3.3,3.27,2.89,2.91,2.85,3.0,3.0,3.0,2.7,1.0,Bueno,52.238597701199545,7.028908406750746,-11.547555586869368
3,CONTINUO,CURSOS INSCRITOS,40,20,183.21,39,HOMBRE,NO,0,0,8.5,9.53,8.02,9.11,9.48,8.41,9.1,9.81,9.0,8.06,9.8,9.44,2.3,3.06,2.67,2.92,3.38,2.0,2.6,3.38,3.17,2.08,3.5,3.29,3.2,3.5,3.1,3.19,3.1,3.41,3.5,3.2,3.5,3.3,3.15,3.0,2.97,2.25,3.0,3.0,3.0,2.93,2.48,Bueno,88.81767018004157,-27.786025514908346,22.287770529740452
1,NUEVO,CURSOS INSCRITOS,0,20,183.21,39,HOMBRE,NO,0,0,4.13,6.77,5.8,1.97,8.6,6.29,2.25,1.43,2.07,0.07,2.85,0.13,1.81,2.88,2.35,1.37,3.0,2.57,0.15,-1.0,0.47,0.07,0.75,0.13,0.86,1.35,1.2,0.0,3.3,0.88,1.43,1.6,0.0,1.6,0.0,1.46,2.54,2.25,0.6,2.3,2.84,-1.0,0.0,Regular,96.6708138233436,2.1402947829832555,-4.31121133813972
3,CONTINUO,CURSOS INSCRITOS,0,20,85.68,39,HOMBRE,NO,0,0,8.68,8.91,7.11,5.46,9.69,8.96,8.21,7.46,9.01,8.59,9.75,8.61,2.33,2.93,2.26,2.58,3.39,2.46,2.38,2.94,2.93,3.01,3.25,3.08,3.5,3.3,2.45,2.88,3.5,3.5,3.4,3.3,3.5,3.5,2.68,2.85,2.68,2.4,-1.0,2.8,3.0,1.12,2.08,Bueno,1.6558114913013209,14.272659057417279,-19.26616232919186
1,NUEVO,CURSOS INSCRITOS,10,20,164.89,39,HOMBRE,NO,0,0,4.73,3.46,6.62,2.33,5.3,7.32,0.84,2.8,2.43,0.67,4.0,5.73,1.73,0.95,0.87,1.63,0.9,1.35,0.2,0.3,0.63,0.67,1.0,0.53,2.1,0.0,2.9,0.0,1.5,3.41,1.43,1.8,0.0,2.0,2.95,0.9,2.51,2.85,0.7,2.9,2.56,1.07,0.0,Regular,76.70892586568901,-2.4330628117968938,-0.376290444760536
1,CONTINUO,CURSOS CADUCADOS,100,20,0.0,39,HOMBRE,NO,0,0,5.49,7.95,5.37,6.67,8.14,7.79,3.71,4.9,7.89,5.12,7.65,7.49,1.26,2.38,1.67,2.17,1.84,1.99,1.71,2.25,2.39,1.83,1.95,1.59,2.95,2.9,2.8,3.5,3.3,2.8,0.4,3.1,1.53,3.1,3.01,1.28,2.67,0.9,1.0,3.0,3.0,2.25,1.76,Bueno,-103.0019051731872,-43.17244895625969,35.58892513028276
1,NUEVO,CURSOS INSCRITOS,10,20,164.89,39,HOMBRE,NO,0,0,3.45,2.7,2.0,2.99,2.15,1.61,-1.0,0.0,0.0,0.0,0.0,0.0,0.35,0.45,0.6,0.8,0.35,0.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,0.9,1.4,2.19,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.35,-1.0,-1.0,-1.0,0.96,-1.0,0.0,Critico,76.49346706703534,-1.4487159358251436,-0.20459514798851242
3,CONTINUO,CURSOS INSCRITOS,30,20,0.0,39,HOMBRE,NO,0,0,8.4,8.65,8.72,9.87,9.31,9.43,7.63,9.03,8.74,8.48,9.83,9.49,2.05,3.19,2.25,3.47,2.81,2.93,1.73,3.0,2.89,2.18,3.38,3.34,3.35,2.9,3.5,3.5,3.5,3.5,3.1,3.0,3.5,3.45,3.15,3.0,2.56,2.97,2.9,3.0,3.0,2.93,2.8,Bueno,-88.3152206043171,5.1484198693061956,-11.861240457113066
1,NUEVO,CURSOS INSCRITOS,10,20,0.0,39,HOMBRE,NO,0,0,7.74,7.29,8.1,-1.0,-1.0,6.99,2.56,8.74,5.82,-1.0,-1.0,6.46,1.39,2.61,1.95,-1.0,-1.0,2.68,1.96,2.79,2.55,-1.0,-1.0,1.71,3.5,1.8,3.3,-1.0,-1.0,1.31,3.28,1.32,-1.0,-1.0,1.75,2.85,2.88,2.85,-1.0,-1.0,3.0,2.67,-1.0,Regular,-84.54262406518403,20.929220868530972,-24.807611821424942
3,CONTINUO,CURSOS INSCRITOS,0,20,139.62,39,HOMBRE,NO,0,0,8.59,8.75,8.33,9.25,9.3,9.46,8.65,8.68,8.72,9.0,9.13,9.75,2.09,2.31,2.43,2.75,3.0,2.96,2.15,2.5,2.67,2.5,2.63,3.42,3.5,3.5,2.9,3.5,3.3,3.5,3.43,3.2,3.5,3.5,3.33,3.0,2.94,3.0,3.0,3.0,3.0,2.75,3.0,Bueno,54.45860562651253,6.458728525302407,-11.288733191435222
3,CONTINUO,CURSOS INSCRITOS,30,20,0.0,39,HOMBRE,NO,0,0,8.18,8.09,7.77,9.08,8.43,9.49,7.47,8.91,8.53,8.69,9.88,9.91,2.13,2.94,2.17,2.58,2.88,3.21,2.24,2.88,2.58,2.5,3.38,3.41,3.05,3.05,2.75,3.5,2.55,3.33,3.1,3.1,3.19,3.5,3.5,3.0,2.1,2.85,3.0,3.0,2.95,2.93,3.0,Bueno,-88.33363980284942,5.226284966639335,-11.829451514968781
3,CONTINUO,CURSOS INSCRITOS,18,20,80.87,39,HOMBRE,NO,0,0,7.76,8.73,8.55,8.89,9.81,9.31,8.49,9.73,9.3,9.37,9.88,9.14,2.51,3.2,2.72,2.9,3.31,2.95,2.44,3.34,3.1,2.87,3.38,2.87,2.4,3.0,2.9,3.19,3.5,3.41,3.5,3.5,3.5,3.5,3.27,2.85,2.53,2.93,2.8,3.0,2.95,2.89,3.0,Bueno,-6.720011288168106,2.095422694816646,-7.885450447283095
2,CONTINUO,CURSOS INSCRITOS,50,20,0.0,39,HOMBRE,NO,0,0,8.85,8.5,9.07,9.48,9.18,9.64,8.0,9.28,9.25,8.72,8.76,8.29,2.35,3.06,2.72,3.08,2.78,3.14,2.1,3.25,2.75,2.42,3.26,2.84,3.5,2.7,3.5,3.5,3.5,3.5,3.1,3.5,3.5,3.1,2.45,3.0,2.74,2.85,2.9,2.9,3.0,2.93,2.8,Bueno,-92.4599853258958,-8.86456789222551,1.6678178109334005
3,CONTINUO,CURSOS INSCRITOS,18,20,192.06,39,HOMBRE,NO,0,0,9.35,9.1,9.3,9.65,9.7,9.18,8.88,9.78,9.75,9.63,9.81,9.48,2.85,3.31,2.83,3.25,3.2,2.68,2.53,3.5,3.25,3.33,3.31,2.98,3.5,2.9,3.5,3.5,3.5,3.5,3.35,3.5,3.5,3.5,3.5,3.0,2.89,2.97,2.9,3.0,3.0,2.93,2.8,Bueno,102.06467636297778,-13.747231371400753,8.68616715367432
2,CONTINUO,CURSOS INSCRITOS,10,20,108.31,39,HOMBRE,NO,0,0,7.74,6.34,8.85,7.73,8.09,7.94,6.48,8.46,6.06,8.4,5.9,7.41,1.74,2.89,2.5,2.33,2.24,1.96,2.08,2.58,2.76,2.42,2.1,1.89,3.0,0.9,3.5,2.5,3.25,3.22,3.1,1.8,3.18,3.3,2.74,3.0,2.55,2.85,2.9,2.6,2.76,2.78,2.8,Bueno,21.655132927297135,4.359564642803781,-9.081222208768265
