ciclo_academico,tipo_de_est_programa,estatus_cursos,porcentaje_de_beca,porcentaje_des_matricula,monto_descuento_automatico,edad,sexo,discapacidad,porcentaje_de_discapacidades,numero_discapacidades,bim1_nota_metodologia_de_la_invest_y_tec,bim1_nota_computacion_y_sociedad,bim1_nota_fundamentos_de_tecnologias,bim1_nota_algoritmos_y_resolucion_de_pro,"bim1_nota_humanismo,_universidad_y_cultu",bim1_nota_fundamentos_matematicos,bim2_nota_metodologia_de_la_invest_y_tec,bim2_nota_computacion_y_sociedad,bim2_nota_fundamentos_de_tecnologias,bim2_nota_algoritmos_y_resolucion_de_pro,"bim2_nota_humanismo,_universidad_y_cultu",bim2_nota_fundamentos_matematicos,aab1_nota_metodologia_de_la_invest_y_tec,aab1_nota_computacion_y_sociedad,aab1_nota_fundamentos_de_tecnologias,aab1_nota_algoritmos_y_resolucion_de_pro,"aab1_nota_humanismo,_universidad_y_cultu",aab1_nota_fundamentos_matematicos,aab2_nota_metodologia_de_la_invest_y_tec,aab2_nota_computacion_y_sociedad,aab2_nota_fundamentos_de_tecnologias,aab2_nota_algoritmos_y_resolucion_de_pro,"aab2_nota_humanismo,_universidad_y_cultu",aab2_nota_fundamentos_matematicos,acdb1_nota_metodologia_de_la_invest_y_tec,acdb1_nota_computacion_y_sociedad,acdb1_nota_fundamentos_de_tecnologias,acdb1_nota_algoritmos_y_resolucion_de_pro,"acdb1_nota_humanismo,_universidad_y_cultu",acdb1_nota_fundamentos_matematicos,acdb2_nota_computacion_y_sociedad,acdb2_nota_fundamentos_de_tecnologias,acdb2_nota_algoritmos_y_resolucion_de_pro,"acdb2_nota_humanismo,_universidad_y_cultu",acdb2_nota_fundamentos_matematicos,apeb1_nota_metodologia_de_la_invest_y_tec,apeb1_nota_computacion_y_sociedad,apeb1_nota_fundamentos_de_tecnologias,apeb1_nota_algoritmos_y_resolucion_de_pro,"apeb1_nota_humanismo,_universidad_y_cultu",apeb1_nota_fundamentos_matematicos,apeb2_nota_computacion_y_sociedad,apeb2_nota_algoritmos_y_resolucion_de_pro,cluster,Componente_1,Componente_2
1,NUEVO,CURSOS INSCRITOS,50,20,0.0,21,HOMBRE,NO,0,0,-1.0,2.8,-1.0,-1.0,7.45,5.88,-1.0,4.92,-1.0,-1.0,7.5,6.83,-1.0,0.3,-1.0,-1.0,0.95,0.79,-1.0,0.8,-1.0,-1.0,1.0,0.77,-1.0,1.43,-1.0,-1.0,3.5,3.33,1.7,-1.0,-1.0,3.5,3.06,-1.0,1.07,-1.0,-1.0,3.0,1.76,2.42,-1.0,Incierto,1.584439878400657,-0.7363680018977712
4,CONTINUO,CURSOS INSCRITOS,50,20,71.27,23,HOMBRE,NO,0,0,-1.0,7.19,8.3,-1.0,6.95,6.42,-1.0,9.26,8.34,-1.0,8.98,7.92,-1.0,0.9,2.6,-1.0,0.85,0.91,-1.0,3.09,2.89,-1.0,2.83,2.43,-1.0,3.5,3.0,-1.0,3.5,3.24,3.5,2.45,-1.0,3.35,2.91,-1.0,2.79,2.7,-1.0,2.6,2.27,2.67,-1.0,Regular,0.06307052502618996,-0.22330988868937834
4,CONTINUO,CURSOS INSCRITOS,10,20,107.59,25,HOMBRE,NO,0,0,7.91,9.37,9.1,8.95,8.8,8.89,7.0,9.89,7.45,7.07,7.76,8.6,1.56,3.08,3.0,3.05,2.85,2.39,2.45,3.39,3.05,2.08,3.31,2.58,3.35,3.5,3.5,3.0,3.35,3.5,3.5,1.4,3.19,3.45,3.15,3.0,2.79,2.6,2.9,2.6,3.0,3.0,1.8,Bueno,-1.880698594389814,0.2804833505305601
1,NUEVO,CURSOS INSCRITOS,10,20,104.85,29,HOMBRE,NO,0,0,-1.0,7.02,-1.0,2.47,-1.0,5.78,-1.0,2.95,-1.0,0.0,-1.0,0.21,-1.0,0.95,-1.0,0.67,-1.0,1.0,-1.0,0.35,-1.0,-1.0,-1.0,0.21,-1.0,3.5,-1.0,1.0,-1.0,3.3,1.5,-1.0,0.0,-1.0,0.0,-1.0,2.57,-1.0,0.8,-1.0,1.48,1.1,0.0,Critico,2.217331110969254,-1.1071875026064242
1,NUEVO,CURSOS INSCRITOS,10,20,92.94,19,HOMBRE,NO,0,0,-1.0,9.23,7.92,8.44,-1.0,8.32,-1.0,8.56,4.9,4.06,-1.0,7.1,-1.0,2.73,1.62,2.14,-1.0,1.95,-1.0,2.06,2.0,1.83,-1.0,1.74,-1.0,3.5,3.5,3.5,-1.0,3.37,3.5,1.4,1.13,-1.0,2.36,-1.0,3.0,2.8,2.8,-1.0,3.0,3.0,1.1,Incierto,0.3838607848378435,-1.1193722408882716
1,NUEVO,CURSOS INSCRITOS,0,20,0.0,33,HOMBRE,NO,0,0,-1.0,6.05,-1.0,8.95,9.3,7.33,-1.0,9.34,-1.0,9.08,7.45,9.27,-1.0,2.84,-1.0,2.75,3.2,2.58,-1.0,3.13,-1.0,2.68,1.95,3.3,-1.0,1.5,-1.0,3.5,3.2,1.75,3.5,-1.0,3.4,2.7,3.24,-1.0,1.71,-1.0,2.7,2.9,3.0,2.71,3.0,Regular,-0.07796695069632988,-0.5139224505918212
4,CONTINUO,CURSOS INSCRITOS,10,20,85.91,29,HOMBRE,NO,0,0,-1.0,9.56,-1.0,-1.0,9.48,8.81,-1.0,9.01,-1.0,-1.0,9.56,9.81,-1.0,3.06,-1.0,-1.0,3.08,2.31,-1.0,3.08,-1.0,-1.0,3.06,3.31,-1.0,3.5,-1.0,-1.0,3.5,3.5,3.5,-1.0,-1.0,3.5,3.5,-1.0,3.0,-1.0,-1.0,2.9,3.0,2.43,-1.0,Incierto,0.5880951319209538,0.1911008295660231
1,NUEVO,CURSOS INSCRITOS,50,20,0.0,35,HOMBRE,NO,0,0,-1.0,1.95,1.4,0.63,1.6,1.36,-1.0,0.0,0.0,0.23,0.0,0.0,-1.0,0.45,0.3,0.4,0.35,0.36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,0.5,0.13,1.25,0.0,0.0,0.0,0.13,0.0,0.0,-1.0,-1.0,0.6,0.1,0.0,1.0,-1.0,0.1,Critico,2.5983085679891285,-1.1187567326039265
4,CONTINUO,CURSOS INSCRITOS,50,20,110.56,24,MUJER,NO,0,0,-1.0,9.63,8.95,9.2,8.66,-1.0,-1.0,9.88,9.04,9.11,8.91,-1.0,-1.0,3.13,2.75,2.8,2.96,-1.0,-1.0,3.38,3.14,2.83,2.61,-1.0,-1.0,3.5,3.2,3.5,3.1,-1.0,3.5,3.5,3.38,3.3,-1.0,-1.0,3.0,3.0,2.9,2.6,-1.0,3.0,2.9,Bueno,-0.5723589287405367,-0.14228901695007015
1,NUEVO,CURSOS INSCRITOS,0,20,0.0,33,HOMBRE,NO,0,0,-1.0,0.0,0.0,0.23,0.0,0.0,-1.0,0.0,0.0,0.23,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.0,-1.0,-1.0,-1.0,0.1,0.0,-1.0,-1.0,0.1,Critico,2.98840676841922,-1.3995018662820455
4,CONTINUO,CURSOS INSCRITOS,10,20,123.76,30,MUJER,NO,0,0,-1.0,9.07,-1.0,-1.0,9.16,8.0,-1.0,9.0,-1.0,-1.0,8.73,8.8,-1.0,3.0,-1.0,-1.0,2.76,1.5,-1.0,3.03,-1.0,-1.0,2.88,2.55,-1.0,3.5,-1.0,-1.0,3.4,3.5,3.5,-1.0,-1.0,3.45,3.5,-1.0,2.57,-1.0,-1.0,3.0,3.0,2.47,-1.0,Incierto,0.7058096139698187,0.18867289445166213
1,NUEVO,CURSOS INSCRITOS,0,100,47.16,32,HOMBRE,NO,0,0,-1.0,7.19,6.18,5.5,7.14,5.65,-1.0,0.35,0.0,0.3,0.0,0.0,-1.0,2.9,1.98,2.3,2.24,1.79,-1.0,0.35,-1.0,0.07,-1.0,-1.0,-1.0,1.5,2.0,2.5,1.9,3.05,0.0,0.0,0.13,0.0,0.0,-1.0,2.79,2.2,0.7,3.0,0.81,-1.0,0.1,Regular,1.5847871839935392,-0.6241569456663197
2,CONTINUO,CURSOS CADUCADOS,60,20,103.27,20,HOMBRE,NO,0,0,-1.0,8.68,-1.0,-1.0,-1.0,-1.0,-1.0,9.01,-1.0,-1.0,-1.0,-1.0,-1.0,2.63,2.13,2.92,-1.0,2.56,-1.0,2.76,2.89,2.17,-1.0,2.35,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.55,2.7,2.9,-1.0,2.95,2.75,-1.0,Incierto,1.875316128733824,0.5866442249027267
1,NUEVO,CURSOS INSCRITOS,0,20,129.87,22,HOMBRE,NO,0,0,-1.0,6.82,6.79,-1.0,8.19,-1.0,-1.0,8.75,7.51,-1.0,7.85,-1.0,-1.0,2.46,2.29,-1.0,2.14,-1.0,-1.0,3.04,2.91,-1.0,1.9,-1.0,-1.0,2.0,2.7,-1.0,3.15,-1.0,3.5,1.6,-1.0,3.15,-1.0,-1.0,2.36,1.8,-1.0,2.9,-1.0,2.21,-1.0,Incierto,1.174096621477897,-0.3883251877360732
1,CONTINUO,CURSOS INSCRITOS,0,100,38.94,52,HOMBRE,NO,0,0,-1.0,2.5,1.2,-1.0,2.29,-1.0,-1.0,0.0,0.0,-1.0,5.81,-1.0,-1.0,1.0,0.2,-1.0,2.29,-1.0,-1.0,-1.0,-1.0,-1.0,2.16,-1.0,-1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,1.65,-1.0,-1.0,1.5,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,Critico,2.6852193659366526,-0.4531404776615994
1,NUEVO,CURSOS INSCRITOS,0,20,0.0,33,HOMBRE,NO,0,0,-1.0,0.0,0.0,0.23,0.0,0.0,-1.0,0.0,0.0,0.23,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.0,-1.0,-1.0,-1.0,0.1,0.0,-1.0,-1.0,0.1,Critico,3.00642800389415,-1.4568893136718584
4,CONTINUO,CURSOS INSCRITOS,0,20,73.71,34,HOMBRE,NO,0,0,-1.0,9.73,8.08,8.15,-1.0,-1.0,-1.0,7.49,7.84,7.61,-1.0,-1.0,-1.0,3.44,2.7,2.75,-1.0,-1.0,-1.0,2.99,3.14,3.13,-1.0,-1.0,-1.0,3.5,2.9,3.5,-1.0,-1.0,1.5,3.2,3.38,-1.0,-1.0,-1.0,2.79,2.48,1.9,-1.0,-1.0,3.0,1.1,Incierto,0.8002612838208967,-0.717164626468396
1,NUEVO,CURSOS INSCRITOS,10,20,123.67,18,HOMBRE,NO,0,0,-1.0,1.8,0.0,2.67,0.0,0.0,-1.0,0.0,0.0,0.23,0.0,0.0,-1.0,0.3,-1.0,0.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.13,0.0,0.0,-1.0,1.5,-1.0,0.1,-1.0,-1.0,-1.0,0.1,Critico,2.791004565714354,-1.3829434902741518
1,NUEVO,CURSOS INSCRITOS,10,20,0.0,20,HOMBRE,NO,0,0,-1.0,0.0,0.0,0.46,3.54,0.0,-1.0,0.0,0.0,0.23,5.5,0.0,-1.0,-1.0,-1.0,0.23,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.13,1.52,0.0,0.0,0.0,0.13,1.5,0.0,-1.0,-1.0,-1.0,0.1,1.02,-1.0,-1.0,0.1,Critico,2.5956178777613768,-1.1373075921158606
2,CONTINUO,CURSOS INSCRITOS,0,20,40.03,27,HOMBRE,NO,0,0,-1.0,-1.0,8.41,9.19,-1.0,-1.0,-1.0,-1.0,6.53,6.28,-1.0,-1.0,-1.0,2.95,2.44,2.79,-1.0,2.52,-1.0,3.01,2.93,3.0,-1.0,2.45,-1.0,-1.0,3.5,3.5,-1.0,-1.0,-1.0,1.2,2.38,-1.0,-1.0,-1.0,3.0,2.47,2.9,-1.0,1.7,-1.0,0.9,Incierto,1.5375792783480378,-0.2572336042716934
4,CONTINUO,CURSOS CADUCADOS,100,20,0.0,26,HOMBRE,SI,0,1,-1.0,9.2,8.77,-1.0,9.21,9.05,-1.0,9.18,9.07,-1.0,9.44,8.68,-1.0,2.88,2.47,-1.0,2.81,2.9,-1.0,3.03,2.92,-1.0,2.94,2.47,-1.0,3.45,3.5,-1.0,3.4,3.15,3.4,3.15,-1.0,3.5,3.21,-1.0,2.87,2.8,-1.0,3.0,3.0,2.75,-1.0,Regular,-0.2648811645400523,0.04268712288364894
6,CONTINUO,CURSOS INSCRITOS,8,20,93.01,27,MUJER,NO,0,0,-1.0,9.41,9.42,8.89,9.26,9.38,-1.0,9.29,9.32,9.06,9.56,8.26,-1.0,3.19,2.92,2.89,2.76,2.88,-1.0,3.15,2.82,3.01,3.06,2.51,-1.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.25,3.5,3.5,-1.0,2.72,3.0,2.5,3.0,3.0,2.64,2.8,Bueno,-1.5129845697447302,-0.17455897380268748
1,CONTINUO,CURSOS INSCRITOS,0,20,0.0,26,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.98,2.94,2.4,2.47,2.69,2.94,0.5,2.68,0.83,2.15,2.63,2.16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,2.79,3.2,2.5,3.0,3.0,-1.0,-1.0,Regular,2.3540427544592677,1.6463312414968012
2,CONTINUO,CURSOS INSCRITOS,10,20,0.0,19,HOMBRE,NO,0,0,1.85,-1.0,-1.0,-1.0,6.95,-1.0,0.3,-1.0,-1.0,-1.0,4.13,-1.0,1.85,2.78,1.95,2.65,2.45,1.89,0.3,2.81,0.6,2.0,2.63,2.93,0.0,-1.0,-1.0,-1.0,1.5,-1.0,-1.0,-1.0,-1.0,1.5,-1.0,0.0,1.07,0.83,1.1,3.0,2.76,-1.0,-1.0,Regular,2.0029395482784267,1.1740849487387142
2,NUEVO,CURSOS INSCRITOS,10,20,32.47,28,MUJER,NO,0,0,-1.0,9.49,8.08,8.68,8.84,-1.0,-1.0,9.05,7.02,8.35,9.19,-1.0,-1.0,3.08,2.35,2.48,2.64,-1.0,-1.0,2.71,2.82,2.47,3.14,-1.0,-1.0,3.47,3.13,3.5,3.2,-1.0,3.4,1.8,3.08,3.05,-1.0,-1.0,2.94,2.6,2.7,3.0,-1.0,2.94,2.8,Regular,-0.16950269864099154,-0.48476880986148285
2,CONTINUO,CURSOS INSCRITOS,60,20,0.0,34,HOMBRE,NO,0,0,7.04,6.99,8.81,7.1,8.94,6.69,7.64,9.56,7.74,7.36,7.13,7.62,2.29,2.94,2.92,1.76,2.44,2.23,1.29,3.06,2.14,1.93,2.63,1.7,2.8,1.5,3.05,3.5,3.5,1.75,3.5,2.9,3.19,1.5,2.92,1.95,2.55,2.84,1.84,3.0,2.71,3.0,2.24,Bueno,-1.392735309832549,0.0583898497090025
1,NUEVO,CURSOS INSCRITOS,10,20,119.97,30,HOMBRE,NO,0,0,-1.0,-1.0,3.39,0.0,-1.0,1.51,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.67,-1.0,-1.0,0.61,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.52,0.0,-1.0,0.9,-1.0,0.0,Critico,3.028243451243854,-1.2823854275653457
1,NUEVO,CURSOS INSCRITOS,20,20,0.0,27,HOMBRE,NO,0,0,-1.0,-1.0,6.57,6.14,-1.0,8.21,-1.0,-1.0,0.67,0.0,-1.0,2.75,-1.0,-1.0,2.3,2.14,-1.0,1.88,-1.0,-1.0,0.67,-1.0,-1.0,0.5,-1.0,-1.0,1.5,3.0,-1.0,3.33,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,2.77,1.0,-1.0,3.0,-1.0,0.0,Critico,2.2058152007452483,-1.2992102593218675
1,CONTINUO,CURSOS INSCRITOS,10,100,0.0,22,HOMBRE,NO,0,0,-1.0,-1.0,5.13,2.97,-1.0,5.39,-1.0,-1.0,7.55,3.5,-1.0,6.96,-1.0,-1.0,0.93,0.97,-1.0,0.89,-1.0,-1.0,2.75,1.5,-1.0,1.93,-1.0,-1.0,1.4,1.0,-1.0,1.5,-1.0,1.8,1.0,-1.0,2.16,-1.0,-1.0,2.8,1.0,-1.0,3.0,-1.0,1.0,Incierto,1.885431342619924,-0.937042353093317
2,CONTINUO,CURSOS INSCRITOS,10,20,77.57,28,HOMBRE,NO,0,0,8.26,9.63,9.17,9.63,8.61,8.43,8.86,8.88,9.35,8.9,9.35,7.3,2.13,3.38,2.91,3.18,2.61,2.52,2.36,2.96,2.85,2.7,3.15,1.95,3.5,3.5,3.5,3.45,3.2,3.24,3.35,3.5,3.4,3.2,3.35,2.63,2.75,2.76,3.0,2.8,2.67,2.57,2.8,Bueno,-2.054921863751084,0.0835660585227899
1,NUEVO,CURSOS INSCRITOS,0,20,129.3,20,HOMBRE,NO,0,0,-1.0,-1.0,8.35,6.69,-1.0,8.51,-1.0,-1.0,2.6,5.19,-1.0,6.72,-1.0,-1.0,2.55,2.79,-1.0,2.12,-1.0,-1.0,0.9,1.0,-1.0,0.88,-1.0,-1.0,3.5,1.0,-1.0,3.39,-1.0,0.8,3.19,-1.0,2.99,-1.0,-1.0,2.3,2.9,-1.0,3.0,-1.0,1.0,Incierto,1.6231276732944104,-1.4327439892997842
1,CONTINUO,CURSOS INSCRITOS,0,100,62.98,26,HOMBRE,SI,41,1,-1.0,-1.0,6.22,6.53,-1.0,7.02,-1.0,-1.0,6.0,9.38,-1.0,6.98,-1.0,-1.0,0.67,0.9,-1.0,2.53,-1.0,-1.0,3.0,3.08,-1.0,0.83,-1.0,-1.0,3.3,2.73,-1.0,1.49,-1.0,1.5,3.5,-1.0,3.15,-1.0,-1.0,2.25,2.9,-1.0,3.0,-1.0,2.8,Incierto,1.3068240084741738,-1.2216255880020943
1,NUEVO,CURSOS INSCRITOS,10,20,116.37,19,HOMBRE,NO,0,0,-1.0,-1.0,6.14,3.47,-1.0,7.84,-1.0,-1.0,2.76,4.17,-1.0,7.12,-1.0,-1.0,2.64,2.47,-1.0,2.33,-1.0,-1.0,2.76,2.17,-1.0,2.84,-1.0,-1.0,3.5,0.0,-1.0,2.51,-1.0,0.0,1.0,-1.0,1.28,-1.0,-1.0,0.0,1.0,-1.0,3.0,-1.0,1.0,Incierto,1.9116996025345818,-1.237288853083995
2,CONTINUO,CURSOS INSCRITOS,10,20,114.51,30,MUJER,NO,0,0,7.53,9.2,8.59,8.27,8.86,8.57,7.3,8.78,7.53,7.66,9.38,8.35,1.83,2.91,2.39,2.27,2.36,2.07,1.55,2.79,2.18,2.5,2.88,2.2,3.15,3.5,3.5,3.5,3.5,3.5,3.5,2.5,2.88,3.5,3.15,2.55,2.79,2.7,2.5,3.0,3.0,2.49,2.28,Bueno,-1.779735476623539,0.07152481107124702
3,NUEVO,CURSOS INSCRITOS,0,20,159.39,31,HOMBRE,NO,0,0,-1.0,-1.0,9.0,9.39,9.56,9.43,-1.0,-1.0,9.6,9.05,9.6,9.86,-1.0,-1.0,2.6,3.01,3.06,2.93,-1.0,-1.0,3.1,2.75,3.25,3.36,-1.0,-1.0,3.5,3.38,3.5,3.5,-1.0,3.5,3.5,3.35,3.5,-1.0,-1.0,2.9,3.0,3.0,3.0,-1.0,2.8,Regular,-0.25762720041252896,-1.0128227686457882
1,NUEVO,CURSOS INSCRITOS,10,20,116.37,19,HOMBRE,NO,0,0,-1.0,-1.0,0.3,1.08,-1.0,2.4,-1.0,-1.0,0.0,0.23,-1.0,0.0,-1.0,-1.0,0.3,0.3,-1.0,0.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.68,-1.0,0.75,-1.0,0.0,0.13,-1.0,0.0,-1.0,-1.0,-1.0,0.1,-1.0,1.44,-1.0,0.1,Critico,3.045188294652729,-1.3159844630928272
2,CONTINUO,CURSOS INSCRITOS,40,20,53.32,32,HOMBRE,NO,0,0,8.28,8.75,6.67,8.38,8.94,7.42,6.61,7.01,5.4,4.0,6.58,4.64,1.98,2.94,2.1,2.58,2.44,1.71,2.06,2.88,0.9,0.8,2.63,0.69,3.3,3.05,2.7,3.5,3.5,3.11,1.28,1.8,2.5,1.75,1.08,3.0,2.76,1.87,2.3,3.0,2.6,2.85,0.7,Bueno,-0.9517318187017725,0.18737859705752702
4,NUEVO,CURSOS INSCRITOS,18,20,192.06,33,HOMBRE,NO,0,0,-1.0,-1.0,9.12,9.83,9.83,8.99,-1.0,-1.0,7.73,8.57,9.65,8.44,-1.0,-1.0,3.15,3.33,3.38,2.75,-1.0,-1.0,2.58,2.29,3.25,2.3,-1.0,-1.0,3.5,3.5,3.45,3.24,-1.0,2.3,3.38,3.4,3.27,-1.0,-1.0,2.47,3.0,3.0,3.0,-1.0,2.9,Regular,-0.09469953389783192,-0.9350078671777415
1,CONTINUO,CURSOS INSCRITOS,10,20,0.0,19,HOMBRE,NO,0,0,8.0,8.64,5.14,7.57,8.75,7.14,6.96,8.14,7.9,7.05,8.48,7.67,1.8,2.14,1.54,1.47,2.25,1.47,1.66,1.89,1.6,1.8,2.38,2.04,3.5,3.5,2.0,3.5,3.5,3.06,3.5,3.3,2.25,3.5,2.63,2.7,3.0,1.6,2.6,3.0,2.61,2.75,3.0,Bueno,-1.4510548589227241,-0.10738272630336117
1,NUEVO,CURSOS INSCRITOS,0,20,28.73,33,HOMBRE,NO,0,0,-1.0,-1.0,5.9,6.0,-1.0,7.16,-1.0,-1.0,7.03,4.5,-1.0,6.58,-1.0,-1.0,0.9,0.6,-1.0,0.9,-1.0,-1.0,0.93,0.67,-1.0,0.52,-1.0,-1.0,2.0,3.5,-1.0,3.5,-1.0,3.1,1.13,-1.0,3.33,-1.0,-1.0,3.0,1.9,-1.0,2.76,-1.0,2.7,Incierto,1.6013460585090307,-1.7497928282974577
1,NUEVO,CURSOS INSCRITOS,20,20,71.09,25,HOMBRE,NO,0,0,-1.0,-1.0,6.18,5.9,-1.0,8.44,-1.0,-1.0,5.92,2.74,-1.0,5.81,-1.0,-1.0,2.05,2.3,-1.0,2.05,-1.0,-1.0,2.47,1.51,-1.0,1.64,-1.0,-1.0,3.2,2.5,-1.0,3.39,-1.0,2.1,0.13,-1.0,1.17,-1.0,-1.0,0.93,1.1,-1.0,3.0,-1.0,1.1,Incierto,1.7522779904270112,-1.4768624771158363
1,NUEVO,CURSOS INSCRITOS,0,20,0.0,28,HOMBRE,NO,0,0,-1.0,-1.0,7.82,6.96,-1.0,5.96,-1.0,-1.0,1.7,0.52,-1.0,1.58,-1.0,-1.0,1.52,1.68,-1.0,1.65,-1.0,-1.0,0.3,0.27,-1.0,0.18,-1.0,-1.0,3.5,3.38,-1.0,1.31,-1.0,1.4,0.13,-1.0,1.4,-1.0,-1.0,2.8,1.9,-1.0,3.0,-1.0,0.12,Critico,2.0646777567071886,-1.4227504214160411
1,NUEVO,CURSOS INSCRITOS,60,20,0.0,27,HOMBRE,NO,0,0,-1.0,-1.0,8.96,9.07,-1.0,8.78,-1.0,-1.0,8.01,9.0,-1.0,8.3,-1.0,-1.0,2.89,2.97,-1.0,2.67,-1.0,-1.0,2.76,2.5,-1.0,1.97,-1.0,-1.0,3.5,3.5,-1.0,3.15,-1.0,3.3,3.5,-1.0,3.33,-1.0,-1.0,2.57,2.6,-1.0,2.96,-1.0,3.0,Incierto,0.9463836361512085,-1.6831830248312067
1,NUEVO,CURSOS INSCRITOS,0,20,0.0,30,HOMBRE,NO,0,0,-1.0,-1.0,7.98,8.03,-1.0,7.72,-1.0,-1.0,8.87,8.38,-1.0,7.47,-1.0,-1.0,2.08,1.75,-1.0,1.48,-1.0,-1.0,2.67,2.0,-1.0,1.45,-1.0,-1.0,3.5,3.38,-1.0,3.24,-1.0,3.5,3.38,-1.0,3.15,-1.0,-1.0,2.4,2.9,-1.0,3.0,-1.0,3.0,Incierto,1.0910211667492367,-1.7832069378485338
1,NUEVO,CURSOS INSCRITOS,60,20,0.0,30,MUJER,NO,0,0,-1.0,-1.0,5.85,5.8,-1.0,7.46,-1.0,-1.0,7.0,3.71,-1.0,5.79,-1.0,-1.0,2.45,2.15,-1.0,1.37,-1.0,-1.0,0.8,0.73,-1.0,0.48,-1.0,-1.0,1.6,2.75,-1.0,3.33,-1.0,3.5,2.68,-1.0,2.8,-1.0,-1.0,1.8,0.9,-1.0,2.76,-1.0,0.3,Incierto,1.7106103241316357,-1.5455361795834832
2,CONTINUO,CURSOS INSCRITOS,10,20,103.43,18,HOMBRE,NO,0,0,-1.0,7.08,7.77,5.48,-1.0,8.03,-1.0,8.03,7.27,4.42,-1.0,7.96,-1.0,2.2,1.79,1.72,-1.0,1.73,-1.0,2.5,2.17,2.42,-1.0,1.46,-1.0,2.15,3.5,3.06,-1.0,3.5,3.28,2.1,1.0,-1.0,3.5,-1.0,2.73,2.48,0.7,-1.0,2.8,2.25,1.0,Incierto,0.42043038783228076,-0.8861425785461389
4,CONTINUO,CURSOS INSCRITOS,8,20,89.85,19,HOMBRE,NO,0,0,-1.0,9.54,7.72,8.85,9.13,8.68,-1.0,9.69,7.3,8.9,7.31,8.33,-1.0,3.19,2.29,2.85,2.63,2.7,-1.0,3.19,2.85,2.6,2.81,2.0,-1.0,3.5,3.3,3.5,3.5,3.22,3.5,3.1,3.5,3.5,3.33,-1.0,2.85,2.13,2.5,3.0,2.76,3.0,2.8,Bueno,-1.323070529529817,-0.31290661207840564
1,NUEVO,CURSOS INSCRITOS,0,30,0.0,19,HOMBRE,NO,0,0,-1.0,-1.0,1.37,2.2,-1.0,1.05,-1.0,-1.0,0.0,0.56,-1.0,1.01,-1.0,-1.0,0.17,0.5,-1.0,0.29,-1.0,-1.0,-1.0,0.13,-1.0,-1.0,-1.0,-1.0,0.0,1.3,-1.0,0.0,-1.0,0.0,0.13,-1.0,0.0,-1.0,-1.0,1.2,0.4,-1.0,0.76,-1.0,0.3,Critico,2.9472217724881027,-1.2506470863885355
5,CONTINUO,CURSOS INSCRITOS,18,20,71.37,25,MUJER,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.6,3.31,2.57,3.15,3.14,2.93,0.85,0.95,0.97,0.93,1.0,0.74,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,3.5,3.5,3.5,3.0,3.4,-1.0,-1.0,Regular,2.419607479491125,1.9073051420795213
5,CONTINUO,CURSOS INSCRITOS,8,20,79.3,26,HOMBRE,NO,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.93,3.06,3.27,3.5,3.26,2.93,0.9,1.0,1.0,1.0,1.0,0.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,3.5,3.3,3.4,3.25,3.5,-1.0,-1.0,Regular,2.3830835698088046,1.8866622301221687
